Date,UnitsSold,hashtag_count,avg_likes,InterestScore,weekday,month,lag_1,lag_7,lag_14,lag_30,rm_7,rm_30
2025-03-21,0.0,0,29.75,16.0,4,3,1.0,0.0,3.0,4.0,1.0,1.5333333333333334
2025-03-22,2.0,0,28.866666666666667,19.0,5,3,0.0,2.0,1.0,0.0,1.0,1.4
2025-03-23,0.0,0,29.25925925925926,22.0,6,3,2.0,0.0,0.0,7.0,1.0,1.4666666666666666
2025-03-24,0.0,0,27.846153846153847,17.0,0,3,0.0,0.0,5.0,0.0,1.0,1.2333333333333334
2025-03-25,1.0,0,26.928571428571427,17.0,1,3,0.0,1.0,1.0,0.0,1.0,1.2333333333333334
2025-03-26,1.0,0,28.77777777777778,19.0,2,3,1.0,3.0,0.0,0.0,1.0,1.2666666666666666
2025-03-27,0.0,0,27.80952380952381,20.0,3,3,1.0,1.0,0.0,0.0,0.7142857142857143,1.3
2025-03-28,0.0,0,29.38888888888889,24.0,4,3,0.0,0.0,0.0,0.0,0.5714285714285714,1.3
2025-03-29,0.0,0,26.3125,17.0,5,3,0.0,2.0,2.0,2.0,0.5714285714285714,1.3
2025-03-30,1.0,0,29.526315789473685,16.0,6,3,0.0,0.0,0.0,12.0,0.2857142857142857,1.2333333333333334
2025-03-31,2.0,0,28.09090909090909,19.0,0,3,1.0,0.0,0.0,1.0,0.42857142857142855,0.8666666666666667
2025-04-01,2.0,0,27.066666666666666,23.0,1,4,2.0,1.0,1.0,0.0,0.7142857142857143,0.9
2025-04-02,3.0,0,27.666666666666668,24.0,2,4,2.0,1.0,3.0,1.0,0.8571428571428571,0.9666666666666667
2025-04-03,0.0,0,27.923076923076923,17.0,3,4,3.0,0.0,1.0,2.0,1.1428571428571428,1.0333333333333334
2025-04-04,0.0,0,26.076923076923077,18.0,4,4,0.0,0.0,0.0,0.0,1.1428571428571428,0.9666666666666667
2025-04-05,0.0,0,26.566666666666666,23.0,5,4,0.0,0.0,2.0,0.0,1.1428571428571428,0.9666666666666667
2025-04-06,0.0,0,28.73076923076923,22.0,6,4,0.0,1.0,0.0,3.0,1.1428571428571428,0.9666666666666667
2025-04-07,0.0,0,28.157894736842106,22.0,0,4,0.0,2.0,0.0,1.0,1.0,0.8666666666666667
2025-04-08,0.0,0,25.55,24.0,1,4,0.0,2.0,1.0,0.0,0.7142857142857143,0.8333333333333334
2025-04-09,2.0,0,28.925925925925927,20.0,2,4,0.0,3.0,1.0,5.0,0.42857142857142855,0.8333333333333334
2025-04-10,2.0,0,27.5,22.0,3,4,2.0,0.0,0.0,1.0,0.2857142857142857,0.7333333333333333
2025-04-11,0.0,0,27.944444444444443,23.0,4,4,2.0,0.0,0.0,0.0,0.5714285714285714,0.7666666666666667
2025-04-12,0.0,0,28.65,20.0,5,4,0.0,0.0,0.0,0.0,0.5714285714285714,0.7666666666666667
2025-04-13,0.0,0,28.285714285714285,18.0,6,4,0.0,0.0,1.0,0.0,0.5714285714285714,0.7666666666666667
2025-04-14,0.0,0,29.6,17.0,0,4,0.0,0.0,2.0,2.0,0.5714285714285714,0.7666666666666667
2025-04-15,1.0,0,27.23076923076923,20.0,1,4,0.0,0.0,2.0,0.0,0.5714285714285714,0.7
2025-04-16,0.0,0,27.321428571428573,21.0,2,4,1.0,2.0,3.0,0.0,0.7142857142857143,0.7333333333333333
2025-04-17,0.0,0,30.23076923076923,20.0,3,4,0.0,2.0,0.0,1.0,0.42857142857142855,0.7333333333333333
2025-04-18,2.0,0,28.23076923076923,16.0,4,4,0.0,0.0,0.0,3.0,0.14285714285714285,0.7
2025-04-19,0.0,0,28.88888888888889,20.0,5,4,2.0,0.0,0.0,1.0,0.42857142857142855,0.6666666666666666
2025-04-20,1.0,0,27.96153846153846,21.0,6,4,0.0,0.0,0.0,0.0,0.42857142857142855,0.6333333333333333
2025-04-21,0.0,0,28.25,24.0,0,4,1.0,0.0,0.0,2.0,0.5714285714285714,0.6666666666666666
2025-04-22,0.0,0,29.4,22.0,1,4,0.0,1.0,0.0,0.0,0.5714285714285714,0.6
2025-04-23,0.0,0,25.666666666666668,21.0,2,4,0.0,0.0,2.0,0.0,0.42857142857142855,0.6
2025-04-24,3.0,0,28.166666666666668,23.0,3,4,0.0,0.0,2.0,1.0,0.42857142857142855,0.6
2025-04-25,2.0,0,28.11111111111111,17.0,4,4,3.0,2.0,0.0,1.0,0.8571428571428571,0.6666666666666666
2025-04-26,1.0,0,27.125,24.0,5,4,2.0,0.0,0.0,0.0,0.8571428571428571,0.7
2025-04-27,0.0,0,26.94736842105263,21.0,6,4,1.0,1.0,0.0,0.0,1.0,0.7333333333333333
2025-04-28,3.0,0,26.583333333333332,18.0,0,4,0.0,0.0,0.0,0.0,0.8571428571428571,0.7333333333333333
2025-04-29,3.0,0,29.11111111111111,24.0,1,4,3.0,0.0,1.0,1.0,1.2857142857142858,0.8333333333333334
2025-04-30,2.0,0,29.5,22.0,2,4,3.0,0.0,0.0,2.0,1.7142857142857142,0.9
2025-05-01,0.0,0,27.25,24.0,3,5,2.0,3.0,0.0,2.0,2.0,0.9
2025-05-02,1.0,0,26.866666666666667,24.0,4,5,0.0,2.0,2.0,3.0,1.5714285714285714,0.8333333333333334
2025-05-03,2.0,0,26.714285714285715,23.0,5,5,1.0,1.0,0.0,0.0,1.4285714285714286,0.7666666666666667
2025-05-04,0.0,0,27.333333333333332,20.0,6,5,2.0,0.0,1.0,0.0,1.5714285714285714,0.8333333333333334
2025-05-05,0.0,0,30.22222222222222,16.0,0,5,0.0,3.0,0.0,0.0,1.5714285714285714,0.8333333333333334
2025-05-06,0.0,0,26.166666666666668,19.0,1,5,0.0,3.0,0.0,0.0,1.1428571428571428,0.8333333333333334
2025-05-07,0.0,0,26.0,16.0,2,5,0.0,2.0,0.0,0.0,0.7142857142857143,0.8333333333333334
2025-05-08,0.0,0,28.916666666666668,24.0,3,5,0.0,0.0,3.0,0.0,0.42857142857142855,0.8333333333333334
2025-05-09,0.0,0,29.0,24.0,4,5,0.0,1.0,2.0,2.0,0.42857142857142855,0.8333333333333334
2025-05-10,3.0,0,26.25,20.0,5,5,0.0,2.0,1.0,2.0,0.2857142857142857,0.7666666666666667
2025-05-11,0.0,0,27.526315789473685,16.0,6,5,3.0,0.0,0.0,0.0,0.42857142857142855,0.8
2025-05-12,2.0,0,28.11764705882353,19.0,0,5,0.0,0.0,3.0,0.0,0.42857142857142855,0.8
2025-05-13,0.0,0,26.857142857142858,17.0,1,5,2.0,0.0,3.0,0.0,0.7142857142857143,0.8666666666666667
2025-05-14,0.0,0,30.444444444444443,23.0,2,5,0.0,0.0,2.0,0.0,0.7142857142857143,0.8666666666666667
2025-05-15,4.0,0,27.076923076923077,20.0,3,5,0.0,0.0,0.0,1.0,0.7142857142857143,0.8666666666666667
2025-05-16,0.0,0,29.615384615384617,20.0,4,5,4.0,0.0,1.0,0.0,1.2857142857142858,0.9666666666666667
2025-05-17,0.0,0,28.055555555555557,16.0,5,5,0.0,3.0,2.0,0.0,1.2857142857142858,0.9666666666666667
2025-05-18,1.0,0,27.23076923076923,23.0,6,5,0.0,0.0,0.0,2.0,0.8571428571428571,0.9666666666666667
2025-05-19,1.0,0,29.347826086956523,19.0,0,5,1.0,2.0,0.0,0.0,1.0,0.9333333333333333
2025-05-20,0.0,0,27.375,19.0,1,5,1.0,0.0,0.0,1.0,0.8571428571428571,0.9666666666666667
2025-05-21,0.0,0,28.444444444444443,22.0,2,5,0.0,0.0,0.0,0.0,0.8571428571428571,0.9333333333333333
2025-05-22,3.0,0,29.304347826086957,22.0,3,5,0.0,4.0,0.0,0.0,0.8571428571428571,0.9333333333333333
2025-05-23,1.0,0,27.2,19.0,4,5,3.0,0.0,0.0,0.0,0.7142857142857143,1.0333333333333334
2025-05-24,2.0,0,29.217391304347824,19.0,5,5,1.0,0.0,3.0,3.0,0.8571428571428571,1.0666666666666667
2025-05-25,2.0,0,29.153846153846153,23.0,6,5,2.0,1.0,0.0,2.0,1.1428571428571428,1.0333333333333334
2025-05-26,0.0,0,27.5,20.0,0,5,2.0,1.0,2.0,1.0,1.2857142857142858,1.0333333333333334
2025-05-27,4.0,0,26.63157894736842,16.0,1,5,0.0,0.0,0.0,0.0,1.1428571428571428,1.0
2025-05-28,6.0,0,28.6,20.0,2,5,4.0,0.0,0.0,3.0,1.7142857142857142,1.1333333333333333
2025-05-29,1.0,0,28.923076923076923,20.0,3,5,6.0,3.0,4.0,3.0,2.5714285714285716,1.2333333333333334
2025-05-30,0.0,0,31.11111111111111,23.0,4,5,1.0,1.0,0.0,2.0,2.2857142857142856,1.1666666666666667
2025-05-31,0.0,0,29.533333333333335,24.0,5,5,0.0,2.0,0.0,0.0,2.142857142857143,1.1
2025-06-01,0.0,0,27.894736842105264,24.0,6,6,0.0,2.0,1.0,1.0,1.8571428571428572,1.1
2025-06-02,3.0,0,29.533333333333335,24.0,0,6,0.0,0.0,1.0,2.0,1.5714285714285714,1.0666666666666667
2025-06-03,7.0,0,27.75,16.0,1,6,3.0,4.0,0.0,0.0,2.0,1.1
2025-06-04,1.0,0,30.857142857142858,17.0,2,6,7.0,6.0,0.0,0.0,2.4285714285714284,1.3333333333333333
2025-06-05,3.0,0,28.875,21.0,3,6,1.0,1.0,3.0,0.0,1.7142857142857142,1.3666666666666667
2025-06-06,2.0,0,30.05263157894737,20.0,4,6,3.0,0.0,1.0,0.0,2.0,1.4666666666666666
2025-06-07,0.0,0,28.23076923076923,20.0,5,6,2.0,0.0,2.0,0.0,2.2857142857142856,1.5333333333333334
2025-06-08,0.0,0,26.85185185185185,18.0,6,6,0.0,0.0,2.0,0.0,2.2857142857142856,1.5333333333333334
2025-06-09,3.0,0,30.304347826086957,20.0,0,6,0.0,3.0,0.0,3.0,2.2857142857142856,1.5333333333333334
2025-06-10,5.0,0,26.91304347826087,19.0,1,6,3.0,7.0,4.0,0.0,2.2857142857142856,1.5333333333333334
2025-06-11,0.0,0,28.285714285714285,18.0,2,6,5.0,1.0,6.0,2.0,2.0,1.7
2025-06-12,0.0,0,29.846153846153847,23.0,3,6,0.0,3.0,1.0,0.0,1.8571428571428572,1.6333333333333333
2025-06-13,0.0,0,29.46153846153846,16.0,4,6,0.0,2.0,0.0,0.0,1.4285714285714286,1.6333333333333333
2025-06-14,5.0,0,27.176470588235293,18.0,5,6,0.0,0.0,0.0,4.0,1.1428571428571428,1.6333333333333333
2025-06-15,3.0,0,27.133333333333333,22.0,6,6,5.0,0.0,0.0,0.0,1.8571428571428572,1.6666666666666667
2025-06-16,0.0,0,27.6,23.0,0,6,3.0,3.0,3.0,0.0,2.2857142857142856,1.7666666666666666
2025-06-17,0.0,0,27.2,24.0,1,6,0.0,5.0,7.0,1.0,1.8571428571428572,1.7666666666666666
2025-06-18,7.0,0,28.27777777777778,19.0,2,6,0.0,0.0,1.0,1.0,1.1428571428571428,1.7333333333333334
2025-06-19,4.0,0,28.75,21.0,3,6,7.0,0.0,3.0,0.0,2.142857142857143,1.9333333333333333
2025-06-20,0.0,0,28.9,23.0,4,6,4.0,0.0,2.0,0.0,2.7142857142857144,2.066666666666667
2025-06-21,3.0,0,28.57894736842105,19.0,5,6,0.0,5.0,0.0,3.0,2.7142857142857144,2.066666666666667
2025-06-22,0.0,0,28.333333333333332,20.0,6,6,3.0,3.0,0.0,1.0,2.4285714285714284,2.066666666666667
