Date,UnitsSold,hashtag_count,avg_likes,InterestScore,weekday,month,lag_1,lag_7,lag_14,lag_30,rm_7,rm_30
2025-06-23,0.0,0,29.727272727272727,17.0,0,6,0.0,0.0,3.0,2.0,2.0,2.033333333333333
2025-06-24,0.0,0,28.666666666666668,18.0,1,6,0.0,0.0,5.0,2.0,2.0,1.9666666666666666
2025-06-25,0.0,0,28.77777777777778,19.0,2,6,0.0,7.0,0.0,0.0,2.0,1.9
2025-06-26,3.0,0,26.733333333333334,20.0,3,6,0.0,4.0,0.0,4.0,1.0,1.9
2025-06-27,9.0,0,26.88888888888889,18.0,4,6,3.0,0.0,0.0,6.0,0.8571428571428571,1.8666666666666667
2025-06-28,5.0,0,28.724137931034484,16.0,5,6,9.0,3.0,5.0,1.0,2.142857142857143,1.9666666666666666
2025-06-29,0.0,0,28.571428571428573,21.0,6,6,5.0,0.0,3.0,0.0,2.4285714285714284,2.1
2025-06-30,2.0,0,28.0,19.0,0,6,0.0,0.0,0.0,0.0,2.4285714285714284,2.1
2025-07-01,0.0,0,29.923076923076923,22.0,1,7,2.0,0.0,0.0,0.0,2.7142857142857144,2.1666666666666665
2025-07-02,0.0,0,26.714285714285715,23.0,2,7,0.0,0.0,7.0,3.0,2.7142857142857144,2.1666666666666665
2025-07-03,3.0,0,28.346153846153847,23.0,3,7,0.0,3.0,4.0,7.0,2.7142857142857144,2.066666666666667
2025-07-04,2.0,0,29.785714285714285,16.0,4,7,3.0,9.0,0.0,1.0,2.7142857142857144,1.9333333333333333
2025-07-05,3.0,0,27.142857142857142,20.0,5,7,2.0,5.0,3.0,3.0,1.7142857142857142,1.9666666666666666
2025-07-06,0.0,0,27.866666666666667,18.0,6,7,3.0,0.0,0.0,2.0,1.4285714285714286,1.9666666666666666
2025-07-07,0.0,0,29.0,17.0,0,7,0.0,2.0,0.0,0.0,1.4285714285714286,1.9
2025-07-08,1.0,0,27.761904761904763,20.0,1,7,0.0,0.0,0.0,0.0,1.1428571428571428,1.9
2025-07-09,3.0,0,27.636363636363637,18.0,2,7,1.0,0.0,0.0,3.0,1.2857142857142858,1.9333333333333333
2025-07-10,0.0,0,26.9375,20.0,3,7,3.0,3.0,3.0,5.0,1.7142857142857142,1.9333333333333333
2025-07-11,3.0,0,28.071428571428573,23.0,4,7,0.0,2.0,9.0,0.0,1.2857142857142858,1.7666666666666666
2025-07-12,0.0,0,28.352941176470587,24.0,5,7,3.0,3.0,5.0,0.0,1.4285714285714286,1.8666666666666667
2025-07-13,6.0,0,28.029411764705884,16.0,6,7,0.0,0.0,0.0,0.0,1.0,1.8666666666666667
2025-07-14,3.0,0,27.928571428571427,22.0,0,7,6.0,0.0,2.0,5.0,1.8571428571428572,2.066666666666667
2025-07-15,0.0,0,31.0,19.0,1,7,3.0,1.0,0.0,3.0,2.2857142857142856,2.0
2025-07-16,0.0,0,25.80952380952381,21.0,2,7,0.0,3.0,0.0,0.0,2.142857142857143,1.9
2025-07-17,0.0,0,27.636363636363637,18.0,3,7,0.0,0.0,3.0,0.0,1.7142857142857142,1.9
2025-07-18,4.0,0,27.235294117647058,16.0,4,7,0.0,3.0,2.0,7.0,1.7142857142857142,1.9
2025-07-19,3.0,0,27.03846153846154,16.0,5,7,4.0,0.0,3.0,4.0,1.8571428571428572,1.8
2025-07-20,2.0,0,29.35,18.0,6,7,3.0,6.0,0.0,0.0,2.2857142857142856,1.7666666666666666
2025-07-21,1.0,0,26.625,16.0,0,7,2.0,3.0,0.0,3.0,1.7142857142857142,1.8333333333333333
2025-07-22,2.0,0,28.7,24.0,1,7,1.0,0.0,1.0,0.0,1.4285714285714286,1.7666666666666666
2025-07-23,1.0,0,27.23076923076923,22.0,2,7,2.0,0.0,3.0,0.0,1.7142857142857142,1.8333333333333333
2025-07-24,1.0,0,25.583333333333332,17.0,3,7,1.0,0.0,0.0,0.0,1.8571428571428572,1.8666666666666667
2025-07-25,0.0,0,29.307692307692307,22.0,4,7,1.0,4.0,3.0,0.0,2.0,1.9
2025-07-26,0.0,0,27.727272727272727,18.0,5,7,0.0,3.0,0.0,3.0,1.4285714285714286,1.9
2025-07-27,0.0,0,27.884615384615383,22.0,6,7,0.0,2.0,6.0,9.0,1.0,1.8
2025-07-28,2.0,0,28.4,16.0,0,7,0.0,1.0,3.0,5.0,0.7142857142857143,1.5
2025-07-29,1.0,0,27.736842105263158,20.0,1,7,2.0,2.0,0.0,0.0,0.8571428571428571,1.4
2025-07-30,0.0,0,28.571428571428573,21.0,2,7,1.0,1.0,0.0,2.0,0.7142857142857143,1.4333333333333333
2025-07-31,0.0,0,29.0,24.0,3,7,0.0,1.0,0.0,0.0,0.5714285714285714,1.3666666666666667
2025-08-01,0.0,0,27.57894736842105,23.0,4,8,0.0,0.0,4.0,0.0,0.42857142857142855,1.3666666666666667
2025-08-02,0.0,0,29.29032258064516,17.0,5,8,0.0,0.0,3.0,3.0,0.42857142857142855,1.3666666666666667
2025-08-03,0.0,0,27.266666666666666,20.0,6,8,0.0,0.0,2.0,2.0,0.42857142857142855,1.2666666666666666
2025-08-04,0.0,0,28.8,17.0,0,8,0.0,2.0,1.0,3.0,0.42857142857142855,1.2
2025-08-05,0.0,0,25.785714285714285,18.0,1,8,0.0,1.0,2.0,0.0,0.14285714285714285,1.1
2025-08-06,1.0,0,25.5,22.0,2,8,0.0,0.0,1.0,0.0,0.0,1.1
2025-08-07,1.0,0,29.363636363636363,16.0,3,8,1.0,0.0,1.0,1.0,0.14285714285714285,1.1333333333333333
2025-08-08,1.0,0,27.05263157894737,22.0,4,8,1.0,0.0,0.0,3.0,0.2857142857142857,1.1333333333333333
2025-08-09,2.0,0,28.783783783783782,20.0,5,8,1.0,0.0,0.0,0.0,0.42857142857142855,1.0666666666666667
2025-08-10,0.0,0,28.555555555555557,23.0,6,8,2.0,0.0,0.0,3.0,0.7142857142857143,1.1333333333333333
2025-08-11,0.0,0,27.8,17.0,0,8,0.0,0.0,2.0,0.0,0.7142857142857143,1.0333333333333334
2025-08-12,4.0,0,25.75,19.0,1,8,0.0,0.0,1.0,6.0,0.7142857142857143,1.0333333333333334
2025-08-13,2.0,0,27.25,22.0,2,8,4.0,1.0,0.0,3.0,1.2857142857142858,0.9666666666666667
2025-08-14,0.0,0,28.90909090909091,24.0,3,8,2.0,1.0,0.0,0.0,1.4285714285714286,0.9333333333333333
2025-08-15,2.0,0,29.615384615384617,22.0,4,8,0.0,1.0,0.0,0.0,1.2857142857142858,0.9333333333333333
2025-08-16,2.0,0,27.26086956521739,23.0,5,8,2.0,2.0,0.0,0.0,1.4285714285714286,1.0
2025-08-17,3.0,0,28.0,21.0,6,8,2.0,0.0,0.0,4.0,1.4285714285714286,1.0666666666666667
2025-08-18,4.0,0,28.5,23.0,0,8,3.0,0.0,0.0,3.0,1.8571428571428572,1.0333333333333334
2025-08-19,0.0,0,26.57894736842105,19.0,1,8,4.0,4.0,0.0,2.0,2.4285714285714284,1.0666666666666667
2025-08-20,3.0,0,27.615384615384617,22.0,2,8,0.0,2.0,1.0,1.0,1.8571428571428572,1.0
2025-08-21,0.0,0,29.0,22.0,3,8,3.0,0.0,1.0,2.0,2.0,1.0666666666666667
2025-08-22,0.0,0,26.428571428571427,18.0,4,8,0.0,2.0,1.0,1.0,2.0,1.0
2025-08-23,1.0,0,28.869565217391305,21.0,5,8,0.0,2.0,2.0,1.0,1.7142857142857142,0.9666666666666667
2025-08-24,1.0,0,28.571428571428573,22.0,6,8,1.0,3.0,0.0,0.0,1.5714285714285714,0.9666666666666667
2025-08-25,0.0,0,28.0,18.0,0,8,1.0,4.0,0.0,0.0,1.2857142857142858,1.0
2025-08-26,0.0,0,27.428571428571427,24.0,1,8,0.0,0.0,4.0,0.0,0.7142857142857143,1.0
2025-08-27,0.0,0,28.363636363636363,16.0,2,8,0.0,3.0,2.0,2.0,0.7142857142857143,1.0
2025-08-28,0.0,0,28.153846153846153,16.0,3,8,0.0,0.0,0.0,1.0,0.2857142857142857,0.9333333333333333
2025-08-29,2.0,0,26.933333333333334,18.0,4,8,0.0,0.0,2.0,0.0,0.2857142857142857,0.9
2025-08-30,0.0,0,27.653846153846153,16.0,5,8,2.0,1.0,2.0,0.0,0.5714285714285714,0.9666666666666667
2025-08-31,1.0,0,27.89189189189189,23.0,6,8,0.0,1.0,3.0,0.0,0.42857142857142855,0.9666666666666667
2025-09-01,2.0,0,27.733333333333334,17.0,0,9,1.0,0.0,4.0,0.0,0.42857142857142855,1.0
2025-09-02,0.0,0,30.863636363636363,23.0,1,9,2.0,0.0,0.0,0.0,0.7142857142857143,1.0666666666666667
2025-09-03,4.0,0,29.333333333333332,16.0,2,9,0.0,0.0,3.0,0.0,0.7142857142857143,1.0666666666666667
2025-09-04,0.0,0,29.125,22.0,3,9,4.0,0.0,0.0,0.0,1.2857142857142858,1.2
2025-09-05,0.0,0,27.263157894736842,19.0,4,9,0.0,2.0,0.0,1.0,1.2857142857142858,1.2
2025-09-06,0.0,0,27.37142857142857,19.0,5,9,0.0,0.0,1.0,1.0,1.0,1.1666666666666667
2025-09-07,2.0,0,30.666666666666668,21.0,6,9,0.0,1.0,1.0,1.0,1.0,1.1333333333333333
2025-09-08,0.0,0,28.941176470588236,18.0,0,9,2.0,2.0,0.0,2.0,1.1428571428571428,1.1666666666666667
2025-09-09,0.0,0,27.75,18.0,1,9,0.0,0.0,0.0,0.0,0.8571428571428571,1.1
2025-09-10,0.0,0,27.38095238095238,24.0,2,9,0.0,4.0,0.0,0.0,0.8571428571428571,1.1
2025-09-11,0.0,0,26.764705882352942,20.0,3,9,0.0,0.0,0.0,4.0,0.2857142857142857,1.1
2025-09-12,0.0,0,28.09090909090909,19.0,4,9,0.0,0.0,2.0,2.0,0.2857142857142857,0.9666666666666667
2025-09-13,0.0,0,27.23076923076923,20.0,5,9,0.0,0.0,0.0,0.0,0.2857142857142857,0.9
2025-09-14,1.0,0,26.6,21.0,6,9,0.0,2.0,1.0,2.0,0.2857142857142857,0.9
2025-09-15,0.0,0,27.95,18.0,0,9,1.0,0.0,2.0,2.0,0.14285714285714285,0.8666666666666667
2025-09-16,0.0,0,31.357142857142858,18.0,1,9,0.0,0.0,0.0,3.0,0.14285714285714285,0.8
2025-09-17,0.0,0,29.68421052631579,18.0,2,9,0.0,0.0,4.0,4.0,0.14285714285714285,0.7
2025-09-18,0.0,0,27.454545454545453,18.0,3,9,0.0,0.0,0.0,0.0,0.14285714285714285,0.5666666666666667
2025-09-19,0.0,0,26.6875,19.0,4,9,0.0,0.0,0.0,3.0,0.14285714285714285,0.5666666666666667
2025-09-20,0.0,0,28.1,19.0,5,9,0.0,0.0,0.0,0.0,0.14285714285714285,0.4666666666666667
2025-09-21,2.0,0,29.8,18.0,6,9,0.0,1.0,2.0,0.0,0.14285714285714285,0.4666666666666667
2025-09-22,0.0,0,28.466666666666665,16.0,0,9,2.0,0.0,0.0,1.0,0.2857142857142857,0.5333333333333333
2025-09-23,2.0,0,26.63157894736842,22.0,1,9,0.0,0.0,0.0,1.0,0.2857142857142857,0.5
2025-09-24,0.0,0,26.8125,20.0,2,9,2.0,0.0,0.0,0.0,0.5714285714285714,0.5333333333333333
2025-09-25,2.0,0,28.0,20.0,3,9,0.0,0.0,0.0,0.0,0.5714285714285714,0.5333333333333333
2025-09-26,0.0,0,29.7,17.0,4,9,2.0,0.0,0.0,0.0,0.8571428571428571,0.6
2025-09-27,0.0,0,29.40740740740741,21.0,5,9,0.0,0.0,0.0,0.0,0.8571428571428571,0.6
2025-09-28,1.0,0,26.214285714285715,18.0,6,9,0.0,2.0,1.0,2.0,0.8571428571428571,0.6
2025-09-29,0.0,0,27.5,20.0,0,9,1.0,0.0,0.0,0.0,0.7142857142857143,0.5666666666666667
2025-09-30,0.0,0,29.75,22.0,1,9,0.0,2.0,0.0,1.0,0.7142857142857143,0.5666666666666667
2025-10-01,0.0,0,30.733333333333334,16.0,2,10,0.0,0.0,0.0,2.0,0.42857142857142855,0.5333333333333333
2025-10-02,0.0,0,27.454545454545453,16.0,3,10,0.0,2.0,0.0,0.0,0.42857142857142855,0.4666666666666667
2025-10-03,0.0,0,27.63157894736842,21.0,4,10,0.0,0.0,0.0,4.0,0.14285714285714285,0.4666666666666667
2025-10-04,1.0,0,28.083333333333332,23.0,5,10,0.0,0.0,0.0,0.0,0.14285714285714285,0.3333333333333333
2025-10-05,3.0,0,28.0,17.0,6,10,1.0,1.0,2.0,0.0,0.2857142857142857,0.36666666666666664
2025-10-06,2.0,0,27.6875,16.0,0,10,3.0,0.0,0.0,0.0,0.5714285714285714,0.4666666666666667
2025-10-07,0.0,0,28.307692307692307,17.0,1,10,2.0,0.0,2.0,2.0,0.8571428571428571,0.5333333333333333
2025-10-08,0.0,0,28.523809523809526,19.0,2,10,0.0,0.0,0.0,0.0,0.8571428571428571,0.4666666666666667
2025-10-09,0.0,0,27.818181818181817,19.0,3,10,0.0,0.0,2.0,0.0,0.8571428571428571,0.4666666666666667
2025-10-10,1.0,0,28.416666666666668,24.0,4,10,0.0,0.0,0.0,0.0,0.8571428571428571,0.4666666666666667
2025-10-11,4.0,0,27.307692307692307,16.0,5,10,1.0,1.0,0.0,0.0,1.0,0.5
2025-10-12,1.0,0,27.636363636363637,18.0,6,10,4.0,3.0,1.0,0.0,1.4285714285714286,0.6333333333333333
2025-10-13,0.0,0,28.46153846153846,20.0,0,10,1.0,2.0,0.0,0.0,1.1428571428571428,0.6666666666666666
2025-10-14,0.0,0,27.545454545454547,21.0,1,10,0.0,0.0,0.0,1.0,0.8571428571428571,0.6666666666666666
2025-10-15,0.0,0,28.157894736842106,23.0,2,10,0.0,0.0,0.0,0.0,0.8571428571428571,0.6333333333333333
2025-10-16,0.0,0,28.681818181818183,18.0,3,10,0.0,0.0,0.0,0.0,0.8571428571428571,0.6333333333333333
2025-10-17,0.0,0,27.77777777777778,23.0,4,10,0.0,1.0,0.0,0.0,0.8571428571428571,0.6333333333333333
2025-10-18,0.0,0,28.928571428571427,22.0,5,10,0.0,4.0,1.0,0.0,0.7142857142857143,0.6333333333333333
2025-10-19,0.0,0,27.714285714285715,17.0,6,10,0.0,1.0,3.0,0.0,0.14285714285714285,0.6333333333333333
2025-10-20,2.0,0,30.22222222222222,18.0,0,10,0.0,0.0,2.0,0.0,0.0,0.6333333333333333
2025-10-21,2.0,0,27.45,18.0,1,10,2.0,0.0,0.0,2.0,0.2857142857142857,0.7
2025-10-22,0.0,0,28.636363636363637,23.0,2,10,2.0,0.0,0.0,0.0,0.5714285714285714,0.7
2025-10-23,2.0,0,31.0,20.0,3,10,0.0,0.0,0.0,2.0,0.5714285714285714,0.7
2025-10-24,0.0,0,27.6875,22.0,4,10,2.0,0.0,1.0,0.0,0.8571428571428571,0.7
2025-10-25,1.0,0,26.51851851851852,18.0,5,10,0.0,0.0,4.0,2.0,0.8571428571428571,0.7
2025-10-26,1.0,0,28.233333333333334,16.0,6,10,1.0,0.0,1.0,0.0,1.0,0.6666666666666666
2025-10-27,2.0,0,27.5625,24.0,0,10,1.0,2.0,0.0,0.0,1.1428571428571428,0.7
2025-10-28,1.0,0,28.23076923076923,23.0,1,10,2.0,2.0,0.0,1.0,1.1428571428571428,0.7666666666666667
2025-10-29,3.0,0,29.333333333333332,24.0,2,10,1.0,0.0,0.0,0.0,1.0,0.7666666666666667
2025-10-30,0.0,0,27.2,19.0,3,10,3.0,2.0,0.0,0.0,1.4285714285714286,0.8666666666666667
2025-10-31,0.0,0,26.28,20.0,4,10,0.0,0.0,0.0,0.0,1.1428571428571428,0.8666666666666667
